tileSize
32, 64, 128, 256, 512, 
0.376363, 0.313884, 0.313485, 0.307055, 0.459828, 
0.509589, 0.394435, 0.376112, 0.304923, 0.502169, 
0.337746, 0.360648, 0.329818, 0.322757, 0.474686, 
0.380178, 0.308375, 0.316076, 0.330173, 0.48449, 
0.389628, 0.305675, 0.300634, 0.300272, 0.459621, 
0.398207, 0.307296, 0.328611, 0.337373, 0.460943, 
0.387701, 0.298375, 0.305131, 0.293912, 0.425326, 
0.386807, 0.268727, 0.264409, 0.375841, 0.452674, 
0.380739, 0.306139, 0.285747, 0.296046, 0.494025, 
0.396333, 0.304498, 0.294996, 0.310138, 0.442056, 
0.373297, 0.300345, 0.295793, 0.273201, 0.490858, 
0.391179, 0.286664, 0.310886, 0.2956, 0.4322, 
0.410859, 0.270984, 0.302025, 0.320872, 0.444952, 
0.391109, 0.303202, 0.290134, 0.305907, 0.407446, 
0.355797, 0.305781, 0.335143, 0.343503, 0.410294, 
0.342741, 0.36986, 0.289857, 0.292486, 0.490598, 
0.374447, 0.321879, 0.296082, 0.290269, 0.428404, 
0.372301, 0.325393, 0.263421, 0.308336, 0.483445, 
0.381677, 0.305209, 0.304349, 0.290177, 0.420402, 
0.425465, 0.398749, 0.4663, 0.276452, 0.504297, 
0.396711, 0.319864, 0.29988, 0.291408, 0.485411, 
0.409841, 0.281464, 0.468573, 0.333826, 0.488224, 
0.407777, 0.328289, 0.292985, 0.295196, 0.469709, 
0.389555, 0.269625, 0.369551, 0.309597, 0.500976, 
0.406812, 0.297706, 0.30411, 0.307407, 0.50056, 
0.432671, 0.322615, 0.298338, 0.31354, 0.456625, 
0.39206, 0.329163, 0.256334, 0.338518, 0.486121, 
0.405095, 0.314281, 0.296799, 0.333705, 0.48223, 
0.424931, 0.300215, 0.303252, 0.316869, 0.494203, 
0.433726, 0.356883, 0.288097, 0.324256, 0.53192, 
0.405811, 0.322211, 0.303378, 0.305547, 0.473019, 
0.38547, 0.300768, 0.297296, 0.308036, 0.43143, 
0.400182, 0.263401, 0.296581, 0.334597, 0.418814, 
0.397744, 0.294037, 0.3062, 0.324683, 0.445194, 
0.377137, 0.313043, 0.289639, 0.290094, 0.410259, 
0.400488, 0.261867, 0.363381, 0.290428, 0.419734, 
0.384677, 0.288719, 0.292907, 0.304873, 0.48816, 
0.382354, 0.289859, 0.305586, 0.299791, 0.403637, 
0.370294, 0.266406, 0.359962, 0.304565, 0.415732, 
0.350943, 0.351058, 0.292678, 0.299055, 0.490861, 
0.374152, 0.288941, 0.285889, 0.284894, 0.406103, 
0.393243, 0.310303, 0.256748, 0.320307, 0.421673, 
0.394095, 0.285563, 0.287205, 0.304515, 0.458774, 
0.379381, 0.306691, 0.311998, 0.313663, 0.400601, 
0.374189, 0.266689, 0.354219, 0.285721, 0.41298, 
0.40207, 0.294517, 0.28789, 0.290597, 0.466846, 
0.379782, 0.335151, 0.283621, 0.309299, 0.404719, 
0.393192, 0.25634, 0.280951, 0.379174, 0.411913, 
0.386733, 0.307762, 0.295316, 0.316865, 0.565844, 
0.383438, 0.293283, 0.284, 0.30736, 0.41116, 
0.3915343399999998, 0.30745664, 0.30964746000000004, 0.31027358000000005, 0.45644292, 
