tileSize
32, 64, 128, 256, 512, 
0.171688, 0.140761, 0.137055, 0.152181, 0.13864, 
0.299785, 0.166936, 0.153831, 0.145176, 0.14051, 
0.329391, 0.233847, 0.137303, 0.153231, 0.138192, 
0.152313, 0.146065, 0.142543, 0.184789, 0.149335, 
0.145004, 0.148877, 0.145798, 0.142755, 0.139424, 
0.154669, 0.231563, 0.147913, 0.145146, 0.131304, 
0.168953, 0.16036, 0.126695, 0.129548, 0.110207, 
0.143488, 0.155624, 0.170258, 0.170406, 0.126491, 
0.138739, 0.132459, 0.142619, 0.131186, 0.137046, 
0.240795, 0.142072, 0.121418, 0.127589, 0.132725, 
0.178711, 0.190971, 0.653716, 0.134443, 0.129881, 
0.164276, 0.142264, 0.133429, 0.122891, 0.128444, 
0.153594, 0.206177, 0.491798, 0.150811, 0.133768, 
0.145442, 0.126217, 0.126953, 0.143149, 0.116967, 
0.139763, 0.169024, 0.175806, 0.138109, 0.114235, 
0.131255, 0.13337, 0.127523, 0.124644, 0.138503, 
0.170815, 0.134766, 0.131291, 0.119953, 0.110801, 
0.119413, 0.139891, 0.345582, 0.139578, 0.131218, 
0.149979, 0.151774, 0.119425, 0.112293, 0.109686, 
0.311188, 0.303852, 0.255322, 0.149206, 0.118585, 
0.139154, 0.134985, 0.145153, 0.128635, 0.232302, 
0.147676, 0.139393, 0.235093, 0.128941, 0.304399, 
0.128759, 0.137449, 0.134108, 0.137107, 0.176236, 
0.130647, 0.192049, 0.161681, 0.194335, 0.178799, 
0.146828, 0.194916, 0.125203, 0.131453, 0.183555, 
0.139069, 0.128513, 0.141554, 0.131525, 0.12848, 
0.226029, 0.149993, 0.131931, 0.411804, 0.196676, 
0.140516, 0.146678, 0.149728, 0.170927, 0.204183, 
0.14293, 0.152669, 0.14071, 0.130167, 0.209757, 
0.293119, 0.160896, 0.188797, 0.213641, 0.18621, 
0.266351, 0.152569, 0.145438, 0.174681, 0.132254, 
0.145443, 0.121141, 0.148087, 0.127316, 0.149279, 
0.244737, 0.163888, 0.19074, 0.121695, 0.144765, 
0.216222, 0.127859, 0.169579, 0.174436, 0.111815, 
0.145536, 0.141031, 0.113268, 0.139902, 0.123956, 
0.145664, 0.1539, 0.13662, 0.135311, 0.13399, 
0.146034, 0.193755, 0.135627, 0.135378, 0.12248, 
0.132123, 0.129849, 0.13978, 0.13149, 0.157875, 
0.144498, 0.141897, 0.151436, 0.157103, 0.125134, 
0.14935, 0.133807, 0.136475, 0.144376, 0.159335, 
0.134185, 0.136297, 0.33848, 0.120199, 0.120665, 
0.179701, 0.137984, 0.16879, 0.134018, 0.116073, 
0.148098, 0.128201, 0.148642, 0.140425, 0.133437, 
0.12908, 0.134976, 0.152629, 0.130792, 0.117122, 
0.141299, 0.134984, 0.138102, 0.131437, 0.122504, 
0.145683, 0.130103, 0.134063, 0.132186, 0.16384, 
0.121965, 0.200759, 0.127326, 0.15828, 0.115513, 
0.166191, 0.185931, 0.136598, 0.142483, 0.132983, 
0.167068, 0.123987, 0.129105, 0.161322, 0.163114, 
0.127844, 0.124428, 0.134883, 0.116036, 0.123509, 
0.1688212, 0.15583513999999998, 0.17231807999999998, 0.14808970000000005, 0.14492404, 
