gridN
128, 256, 512, 
0.0906429, 0.28757, 1.4041, 
0.0721207, 0.250463, 1.28199, 
0.156251, 0.551002, 1.14119, 
0.116763, 0.244661, 1.22, 
0.0779892, 0.355871, 1.29091, 
0.061901, 0.268974, 1.46778, 
0.0715782, 0.236563, 1.69119, 
0.0552176, 0.528291, 1.3356, 
0.0759097, 0.252988, 1.14738, 
0.0704097, 0.369587, 1.31306, 
0.0519106, 0.456192, 1.35412, 
0.0703092, 0.309606, 1.27426, 
0.111449, 0.299705, 1.171, 
0.0853094, 0.255818, 1.27914, 
0.0999812, 0.232857, 1.31494, 
0.0887782, 0.225264, 1.15731, 
0.118302, 0.353674, 1.3695, 
0.0520136, 0.571277, 0.90887, 
0.155045, 0.248727, 1.41157, 
0.0676981, 0.457637, 0.993687, 
0.0851696, 0.686434, 1.40508, 
0.152921, 0.275696, 1.32008, 
0.107139, 0.226951, 1.34378, 
0.0796184, 0.267993, 1.25676, 
0.0661811, 0.30579, 1.34729, 
0.082737, 0.278769, 1.15009, 
0.0846873, 0.591315, 1.3707, 
0.0566241, 0.322081, 1.41324, 
0.0559662, 1.2613, 2.12722, 
0.063223, 0.244794, 1.21626, 
0.0556512, 0.496027, 1.11236, 
0.0624322, 0.266863, 1.14679, 
0.109161, 0.718601, 1.44155, 
0.0787592, 0.299119, 1.17185, 
0.0515494, 0.260652, 1.20732, 
0.148079, 0.375154, 1.03364, 
0.0685891, 0.292237, 1.02054, 
0.0983688, 0.241613, 1.35722, 
0.124555, 0.309694, 1.391, 
0.125905, 0.287234, 1.41891, 
0.0625179, 0.228318, 1.43099, 
0.0844228, 0.601812, 1.44922, 
0.0789572, 0.445225, 1.20102, 
0.0963041, 0.264501, 1.43365, 
0.117798, 0.26783, 1.35497, 
0.0641592, 0.432175, 1.38855, 
0.0628122, 0.604495, 1.07983, 
0.0592921, 0.449997, 2.21916, 
0.06851, 0.393458, 1.2413, 
0.0802256, 0.24534, 1.22992, 
0.08563789999999999, 0.37396389999999996, 1.31615774, 
