rounds
100, 500, 1000, 1500, 
5.52053, 12.0097, 26.1905, 37.4283, 
4.80888, 11.235, 21.4146, 27.7139, 
4.20988, 10.8581, 20.914, 28.8479, 
4.54527, 10.7234, 22.9551, 27.4956, 
3.7988, 14.0328, 19.7732, 28.4177, 
3.78751, 10.9001, 21.6269, 29.9409, 
3.80288, 11.7164, 21.8987, 32.0051, 
4.73815, 12.2847, 22.4139, 28.2169, 
4.69251, 11.3594, 22.9781, 30.0519, 
4.47062, 12.1516, 24.5998, 30.2875, 
5.74788, 12.9952, 20.9819, 29.9858, 
4.82567, 10.7567, 22.1871, 26.4915, 
4.60058, 11.1537, 23.5945, 30.8508, 
4.59009, 12.9709, 20.93, 27.3393, 
5.69605, 12.3309, 21.4213, 29.4937, 
4.74084, 11.7764, 22.0583, 31.9428, 
4.52757, 12.3534, 21.5771, 28.9569, 
4.16372, 13.889, 21.5991, 29.8236, 
4.33081, 10.9768, 23.8874, 26.9983, 
4.34461, 10.7736, 23.9314, 26.8058, 
4.03032, 11.5518, 22.4949, 30.3496, 
3.59329, 13.6555, 20.3644, 30.0333, 
4.41111, 11.5104, 21.7357, 29.9874, 
4.66048, 10.8583, 23.3508, 28.7841, 
4.65321, 12.4118, 20.1253, 29.5429, 
4.7887, 12.7281, 23.1707, 27.8192, 
4.76249, 11.1194, 22.3859, 28.5549, 
5.77798, 12.1162, 21.686, 28.2956, 
4.91866, 13.2812, 20.2034, 27.8627, 
3.92282, 11.0681, 23.9677, 30.1008, 
3.91752, 13.2269, 23.0349, 30.6729, 
4.61905, 13.4794, 23.018, 29.8254, 
4.29777, 14.1223, 20.734, 30.1446, 
4.89192, 10.9028, 22.4462, 30.6644, 
4.45945, 13.2154, 21.9468, 31.4172, 
5.80637, 12.4092, 21.1285, 29.9871, 
4.74508, 12.1489, 21.3025, 30.8798, 
5.04346, 12.9436, 19.9032, 30.5529, 
6.34222, 13.9434, 20.9988, 30.8144, 
4.8156, 10.8663, 21.8417, 26.9168, 
4.49729, 12.5246, 21.8124, 32.5897, 
6.13543, 12.1609, 20.8755, 30.2467, 
4.45464, 14.7758, 21.5208, 30.2843, 
4.3402, 12.5364, 22.7405, 29.8877, 
4.84702, 10.7386, 22.0671, 28.0271, 
4.47536, 12.0318, 20.5536, 30.1139, 
4.83313, 11.0082, 24.2812, 29.8734, 
4.63333, 11.7756, 22.0713, 26.8473, 
4.65481, 10.9066, 22.1862, 29.8797, 
4.19251, 11.3932, 67.2802, 115.484, 
4.6692814, 12.09317, 22.963222000000005, 31.310679999999994, 
