gridN
128, 256, 512, 
0.0107239, 0.0320367, 0.339734, 
0.00952199, 0.0598492, 0.113239, 
0.0117702, 0.0502942, 0.101841, 
0.013986, 0.0423735, 0.171107, 
0.0080627, 0.0414157, 0.107475, 
0.00836586, 0.0318052, 0.131353, 
0.013023, 0.0820768, 0.0980676, 
0.0088863, 0.0276897, 0.130244, 
0.00471535, 0.032381, 0.101924, 
0.00939617, 0.0423954, 0.150475, 
0.00778939, 0.0305924, 0.0911735, 
0.00941771, 0.0356643, 0.146524, 
0.0111199, 0.0217251, 0.355475, 
0.00731157, 0.0232187, 0.111492, 
0.00615905, 0.0337527, 0.140608, 
0.00975622, 0.0468264, 0.252359, 
0.00721873, 0.0307688, 0.124633, 
0.00907243, 0.0291362, 0.111461, 
0.0101218, 0.0329053, 0.115282, 
0.00594232, 0.0457227, 0.167569, 
0.00763271, 0.0295851, 0.106397, 
0.00805318, 0.0673276, 0.312043, 
0.0120355, 0.0449178, 0.16562, 
0.0105571, 0.0472995, 0.153637, 
0.010164, 0.0292273, 0.130899, 
0.0101522, 0.0304858, 0.125073, 
0.00476699, 0.0293162, 0.131565, 
0.0100212, 0.0513802, 0.104632, 
0.0126353, 0.0337382, 0.0954695, 
0.010221, 0.0374843, 0.138505, 
0.00989141, 0.0351663, 0.457494, 
0.00878755, 0.0587765, 0.10964, 
0.00876743, 0.0430738, 0.133181, 
0.0141057, 0.0284251, 0.102949, 
0.00520577, 0.0474574, 0.112681, 
0.0114738, 0.0412862, 0.142988, 
0.0067039, 0.0253087, 0.109373, 
0.0192097, 0.0658688, 0.107935, 
0.0151437, 0.0439481, 0.110302, 
0.00535593, 0.0257407, 0.497141, 
0.00568257, 0.0403728, 0.120691, 
0.0117397, 0.0350183, 0.13346, 
0.0105346, 0.0290238, 0.0968124, 
0.00618025, 0.0352098, 0.114203, 
0.00970484, 0.0433777, 0.138952, 
0.00563585, 0.0322201, 0.116035, 
0.00789575, 0.0374642, 0.133157, 
0.00976286, 0.0374931, 0.118758, 
0.00872037, 0.0268088, 0.129024, 
0.00511022, 0.0311252, 0.0998271, 
0.009284233399999996, 0.038731148000000014, 0.15220960199999994, 
