iters
1, 2, 4, 8, 15, 30, 50, 75, 100, 
1.13275, 1.29079, 1.31666, 1.30881, 1.3877, 1.72133, 4.74764, 2.22192, 2.78318, 
0.989084, 2.12117, 1.59976, 3.18793, 1.29224, 1.98492, 1.82371, 3.31846, 4.16561, 
3.44466, 1.02274, 1.52443, 1.11801, 1.15641, 2.23618, 3.14316, 2.59649, 2.64043, 
1.09574, 1.74606, 0.980017, 2.92307, 3.80412, 1.47618, 3.32664, 3.37917, 4.93992, 
1.09537, 2.60405, 1.90282, 1.18019, 1.83767, 1.66728, 2.77847, 3.24249, 2.98043, 
1.05658, 0.93969, 1.58834, 1.95686, 2.90201, 1.50411, 2.73958, 2.73778, 2.63342, 
0.96257, 3.00487, 1.93703, 1.7456, 1.78558, 1.65463, 2.81882, 2.45927, 4.15198, 
2.66819, 1.17128, 1.28549, 1.09693, 1.44041, 2.47068, 3.6186, 2.44822, 2.90198, 
3.08417, 1.08722, 1.41331, 2.7794, 1.2814, 1.95861, 1.96681, 2.64611, 4.66105, 
0.946653, 1.66014, 1.02981, 2.65306, 2.78822, 2.22676, 4.76006, 4.21763, 2.92694, 
1.03095, 1.01244, 1.13166, 1.09919, 1.38762, 1.54147, 4.46521, 3.18091, 2.74951, 
2.73118, 1.11077, 1.07603, 1.1535, 2.08088, 2.44108, 5.66919, 2.96766, 3.35712, 
2.07999, 1.26716, 1.16037, 1.60829, 1.55231, 1.76641, 2.14477, 2.18944, 2.5226, 
0.928782, 0.925698, 1.05619, 1.1252, 2.0342, 1.47228, 3.14425, 2.35495, 3.63449, 
0.927812, 1.15761, 3.48963, 1.33853, 1.57488, 3.89849, 5.02293, 2.22427, 2.54923, 
2.2409, 1.3154, 3.15974, 4.34202, 1.57747, 3.078, 2.34344, 2.53186, 5.92129, 
2.03298, 1.18158, 1.01449, 1.11946, 1.72348, 1.69545, 2.4728, 2.24836, 4.63656, 
1.71334, 1.06842, 4.06062, 1.70997, 3.14351, 4.3289, 2.66892, 2.21473, 3.6785, 
1.2754, 1.0066, 3.27518, 1.28783, 2.18299, 3.02975, 2.80733, 2.44324, 2.53799, 
2.20827, 1.1397, 3.00399, 1.08827, 3.97285, 1.56492, 2.68931, 2.74257, 3.7508, 
2.08101, 1.04523, 4.21101, 2.40608, 1.19427, 1.63221, 3.82774, 2.4358, 3.17814, 
1.17665, 1.09243, 3.67533, 1.27801, 1.45725, 1.82813, 2.62935, 3.48706, 5.44868, 
2.41986, 1.09355, 1.85504, 1.42766, 1.39149, 1.72948, 2.88409, 2.56083, 3.01171, 
0.962741, 2.2935, 1.9838, 4.05505, 3.05824, 1.51524, 2.06443, 2.69594, 3.17029, 
2.17041, 2.87265, 1.05216, 1.09524, 2.91907, 1.48182, 2.74298, 2.33796, 2.63379, 
2.65522, 0.950507, 3.46444, 2.75984, 1.24241, 2.10201, 2.68013, 3.26383, 4.96573, 
1.87011, 2.72171, 1.28385, 1.47243, 4.02396, 1.51026, 2.31879, 2.42738, 3.96822, 
0.941325, 1.04178, 2.01058, 1.98933, 1.29779, 1.62019, 3.42531, 4.76967, 3.47186, 
1.56328, 1.23684, 1.82201, 1.21814, 1.91995, 1.48301, 3.39296, 2.30418, 2.5973, 
1.85119, 0.943556, 1.59144, 1.25923, 2.14485, 2.41531, 2.187, 4.74497, 4.02249, 
1.90844, 1.45189, 1.24954, 2.21534, 2.17884, 2.44654, 3.05369, 3.50601, 2.58811, 
0.953594, 1.15773, 2.20692, 1.03869, 1.98027, 2.27318, 4.4682, 4.93595, 3.90415, 
1.78723, 1.07309, 1.23801, 1.73857, 2.75518, 2.51979, 3.22828, 3.08303, 4.38445, 
1.24653, 1.59765, 1.01143, 1.14929, 1.27102, 2.02101, 2.89206, 2.65593, 5.20138, 
2.73778, 1.46913, 1.17147, 2.65238, 3.2439, 2.21942, 3.12522, 3.93342, 3.44453, 
1.99564, 2.31438, 1.31744, 2.01652, 2.83097, 1.69587, 1.81444, 3.74067, 2.88549, 
0.9329, 2.45353, 1.76198, 1.83357, 1.58724, 2.02134, 3.77952, 3.27579, 3.757, 
2.02866, 1.1647, 1.50645, 1.41964, 1.36181, 2.32843, 1.86352, 4.53959, 2.52216, 
1.76429, 2.31045, 2.02818, 2.3232, 2.77056, 2.20725, 3.81684, 2.76228, 3.33097, 
1.35482, 1.79098, 1.33555, 1.49921, 1.2191, 2.3102, 2.08263, 3.55873, 3.02918, 
1.31128, 1.34028, 1.08869, 2.931, 1.29975, 2.69402, 3.77567, 4.75155, 4.22088, 
1.20549, 1.23211, 1.19756, 1.26081, 1.16049, 2.62746, 2.00931, 5.12891, 2.56287, 
2.79907, 0.941751, 1.15848, 1.8436, 1.92561, 2.51975, 3.25744, 3.32576, 3.13473, 
1.39721, 1.09965, 1.14575, 1.19943, 1.68083, 1.55576, 1.98181, 2.3527, 2.5081, 
1.133, 0.854705, 0.882866, 2.50533, 1.05455, 2.94173, 2.25446, 2.29324, 5.41341, 
3.63264, 1.11503, 1.34515, 4.03032, 3.14187, 1.48233, 2.08574, 2.34313, 3.81397, 
0.987242, 1.26055, 2.29, 2.99817, 2.50371, 2.001, 2.25291, 4.14994, 3.76364, 
1.00886, 1.16883, 1.70339, 2.20754, 2.97389, 2.94739, 2.20633, 2.32805, 3.12513, 
0.949671, 1.09143, 2.62964, 2.68506, 2.82654, 1.74633, 3.60911, 3.88076, 5.0188, 
1.26392, 1.64161, 1.19379, 1.27551, 1.22608, 1.80524, 2.8987, 2.88588, 3.25743, 
1.6747086799999997, 1.43309234, 1.7883502600000007, 1.9121262000000008, 2.050948799999999, 2.1079826, 2.9952059999999996, 3.0964893999999994, 3.569152400000001, 
