rounds
1, 3, 5, 10, 100, 1000, 
0.284164, 0.439198, 0.392242, 0.394079, 0.352094, 0.295961, 
0.325568, 0.645012, 0.626237, 0.351682, 0.333164, 0.272055, 
0.498757, 0.616903, 0.562617, 0.363281, 0.269686, 0.231826, 
0.394977, 0.698062, 0.73735, 0.312514, 0.300677, 0.277948, 
0.485767, 0.721719, 0.647179, 0.325492, 0.30324, 0.266719, 
0.3978466, 0.6241787999999999, 0.5931249999999999, 0.3494096, 0.3117722, 0.26890179999999997, 
