gridN
128, 256, 512, 
0.0363684, 0.080349, 0.270921, 
0.0130089, 0.0691424, 0.394032, 
0.0223483, 0.0755578, 0.443291, 
0.0199986, 0.0668432, 0.442656, 
0.028583, 0.103571, 0.399962, 
0.0402358, 0.161913, 0.404375, 
0.0203517, 0.113768, 0.448743, 
0.0358355, 0.142318, 0.373327, 
0.0224123, 0.100102, 0.705554, 
0.0209979, 0.117553, 0.493392, 
0.020955, 0.0963727, 0.449529, 
0.0336019, 0.173655, 0.508348, 
0.0241246, 0.133408, 0.443999, 
0.0249094, 0.109147, 0.628035, 
0.0257061, 0.0878756, 0.492173, 
0.0198298, 0.0812359, 0.480503, 
0.0295399, 0.123897, 0.517875, 
0.026854, 0.10218, 0.367077, 
0.0219552, 0.0964776, 0.619871, 
0.0230661, 0.123937, 0.470343, 
0.0303798, 0.0909446, 0.460547, 
0.0254484, 0.0924959, 0.544215, 
0.0198014, 0.127083, 0.508543, 
0.0376378, 0.0923847, 0.462184, 
0.0270384, 0.152215, 0.497163, 
0.022842, 0.0814276, 0.44601, 
0.024509, 0.155176, 0.406772, 
0.0395695, 0.091794, 0.516991, 
0.0205911, 0.0818111, 0.680238, 
0.0471223, 0.202934, 0.508776, 
0.0585995, 0.181619, 0.548654, 
0.02614, 0.209906, 0.531401, 
0.028426, 0.0940303, 0.602283, 
0.0280873, 0.0987212, 0.461144, 
0.0284148, 0.117483, 0.635735, 
0.0195889, 0.117796, 0.641412, 
0.0331357, 0.125783, 0.378813, 
0.0269498, 0.117986, 0.591765, 
0.0309837, 0.100896, 0.416926, 
0.0194254, 0.109806, 0.332972, 
0.0263253, 0.121997, 0.556125, 
0.0205928, 0.0836243, 0.430645, 
0.0197633, 0.109276, 0.519889, 
0.0214323, 0.119292, 0.414387, 
0.0189773, 0.084955, 0.401896, 
0.0279987, 0.106054, 0.572597, 
0.0199692, 0.133697, 0.427121, 
0.0216735, 0.110637, 0.356141, 
0.0183225, 0.0776156, 0.584234, 
0.0461315, 0.143521, 0.459865, 
0.026931192, 0.11384528999999999, 0.484989, 
