gridN
64, 128, 256, 512, 
0.758946, 5.75656, 13.4848, 55.4039, 
2.72587, 5.45035, 13.883, 57.3756, 
2.25064, 5.22745, 14.0165, 51.4531, 
1.15432, 5.92453, 13.5217, 54.4211, 
1.34656, 6.36517, 13.8844, 51.3991, 
2.18608, 4.84184, 13.4281, 50.1296, 
2.33697, 5.08227, 13.4125, 49.6286, 
2.07503, 5.10904, 13.6696, 50.3626, 
2.13936, 4.94883, 13.0198, 53.921, 
3.56931, 4.64655, 15.9159, 81.0304, 
1.43241, 8.46902, 20.908, 57.2417, 
2.16334, 4.18538, 18.2725, 56.369, 
2.13898, 6.62839, 15.3417, 63.1516, 
1.84839, 7.01091, 15.2124, 57.4872, 
2.20279, 7.40897, 14.8901, 57.04, 
2.05747, 7.19142, 15.1595, 56.6235, 
2.25284, 7.38764, 13.684, 55.9469, 
2.397, 5.23133, 15.1198, 54.973, 
2.29495, 7.0029, 15.2213, 55.6684, 
1.41312, 7.02484, 15.5886, 56.0034, 
1.25222, 7.85144, 15.6348, 55.6774, 
1.58852, 6.07411, 18.0266, 57.5393, 
2.41821, 5.18522, 15.5347, 55.898, 
1.42487, 7.55707, 15.8468, 56.3442, 
2.47124, 5.19185, 15.6132, 55.0511, 
2.40705, 5.38856, 16.0258, 55.0051, 
2.23599, 7.59058, 15.1325, 56.4151, 
1.86498, 6.97329, 15.2085, 56.7718, 
2.38875, 6.87218, 15.2314, 54.8738, 
2.15549, 7.06784, 15.3954, 56.7955, 
1.79864, 7.23062, 15.0576, 57.0574, 
1.2311, 7.77374, 15.0494, 56.1801, 
1.40673, 7.706, 14.8341, 56.1406, 
1.63991, 5.85372, 19.2293, 64.1323, 
1.40567, 7.56447, 15.5729, 57.5044, 
2.51199, 5.3413, 16.0743, 55.3997, 
1.35708, 7.71242, 15.1597, 54.2152, 
2.51876, 6.67724, 15.066, 56.3111, 
2.30043, 5.14237, 15.5798, 57.5297, 
1.03437, 8.23032, 15.0324, 54.1129, 
1.57332, 6.63697, 16.1839, 57.1709, 
2.13855, 7.55914, 14.898, 54.7221, 
2.45541, 5.40163, 15.2114, 56.0194, 
1.67474, 7.55443, 14.8383, 58.6184, 
2.05592, 5.32635, 15.3272, 55.7026, 
1.09089, 7.17657, 15.5934, 56.5061, 
1.73325, 6.24457, 16.2226, 55.8875, 
2.34431, 6.2394, 15.6315, 55.8111, 
2.2073, 7.17627, 16.9115, 56.0793, 
1.18591, 7.87029, 15.0489, 71.2738, 
1.9323195200000003, 6.461267, 15.356121999999997, 56.647511999999985, 
