rounds
64, 128, 256, 512, 
0.0225248, 0.0452468, 0.0923615, 0.149365, 
0.0238368, 0.0320913, 0.128857, 0.133002, 
0.0205953, 0.0478966, 0.100396, 0.172032, 
0.0169567, 0.0534913, 0.0881264, 0.1843, 
0.0252594, 0.0310188, 0.107392, 0.162056, 
0.0223421, 0.0342003, 0.0937387, 0.154175, 
0.0296326, 0.0319714, 0.080593, 0.151615, 
0.0293055, 0.0285706, 0.0649719, 0.206162, 
0.0232726, 0.0357319, 0.0849601, 0.186385, 
0.0219413, 0.0329067, 0.119074, 0.131646, 
0.0274844, 0.041649, 0.0981648, 0.138019, 
0.028297, 0.0563707, 0.0876426, 0.141097, 
0.0235868, 0.0396526, 0.101358, 0.150386, 
0.0152305, 0.041835, 0.0993776, 0.165546, 
0.0248356, 0.0399859, 0.0952322, 0.139238, 
0.0221387, 0.0478739, 0.0814256, 0.157634, 
0.0244924, 0.037585, 0.0832162, 0.149633, 
0.0143899, 0.0383687, 0.0963041, 0.171257, 
0.0179464, 0.0344178, 0.0797257, 0.176704, 
0.0245861, 0.0446311, 0.0924891, 0.163661, 
0.0234134, 0.033313, 0.0953698, 0.178296, 
0.0279109, 0.0303278, 0.0963491, 0.153121, 
0.0322732, 0.0453987, 0.0934532, 0.137158, 
0.028005, 0.0467302, 0.0603063, 0.219688, 
0.0240889, 0.0377512, 0.104541, 0.156217, 
0.0232276, 0.0314053, 0.0990605, 0.170822, 
0.01886, 0.0356026, 0.0855194, 0.162822, 
0.0196241, 0.0372781, 0.0988072, 0.132543, 
0.0197201, 0.040587, 0.0777108, 0.220334, 
0.0209984, 0.0355363, 0.0962213, 0.148786, 
0.0157753, 0.0612182, 0.0897027, 0.184607, 
0.020679, 0.047481, 0.0785874, 0.149225, 
0.0161311, 0.0315107, 0.065578, 0.127793, 
0.016307, 0.0335103, 0.0724341, 0.134414, 
0.0182921, 0.0341611, 0.0892653, 0.166159, 
0.0175236, 0.0460059, 0.101841, 0.182498, 
0.0395486, 0.0868134, 0.129005, 0.227001, 
0.0238063, 0.0528354, 0.134251, 0.156759, 
0.0173454, 0.0711737, 0.093855, 0.176288, 
0.0177863, 0.0511729, 0.0870611, 0.163489, 
0.0358776, 0.0456397, 0.0892287, 0.231805, 
0.0249213, 0.0414234, 0.098973, 0.166485, 
0.0199065, 0.0476275, 0.0806163, 0.185755, 
0.0297248, 0.0432915, 0.0894505, 0.169728, 
0.0199445, 0.0592768, 0.0683973, 0.211315, 
0.0311527, 0.0517599, 0.102449, 0.16707, 
0.0313232, 0.0429739, 0.0937574, 0.203977, 
0.021902, 0.0592965, 0.073924, 0.166788, 
0.0211987, 0.0670531, 0.110641, 0.203571, 
0.0189242, 0.0471594, 0.0986908, 0.206299, 
0.02309693400000001, 0.043816197999999994, 0.09260907400000001, 0.16889452000000002, 
