iters
1, 2, 4, 8, 15, 30, 50, 75, 100, 
3.94256, 1.94408, 2.04804, 3.93239, 2.5739, 4.61144, 3.4979, 15.2641, 11.6133, 
2.75325, 1.8878, 4.52981, 3.24635, 2.43003, 6.01031, 7.41011, 11.0056, 11.3348, 
1.9174, 2.48882, 2.62757, 4.54999, 3.50108, 3.9649, 5.53311, 7.93312, 6.41653, 
2.09811, 2.30607, 3.18473, 2.20634, 2.82225, 3.98499, 4.51624, 6.07254, 6.41387, 
2.22484, 1.57688, 2.10168, 3.45508, 3.31572, 5.01719, 5.18379, 5.30884, 6.03651, 
3.2323, 1.96856, 3.38959, 3.19892, 3.13523, 3.60546, 4.38233, 4.60037, 6.50052, 
1.98315, 1.89236, 3.14708, 2.89638, 2.69531, 3.82404, 5.53915, 5.02652, 5.42524, 
3.71935, 2.0424, 1.89166, 4.76947, 2.62475, 5.89742, 4.3669, 4.40534, 7.35552, 
2.29366, 1.89264, 3.89248, 2.83575, 2.99622, 4.11948, 4.87045, 4.59609, 8.85781, 
4.08645, 2.93907, 3.8103, 3.38361, 2.5859, 4.90403, 6.11989, 5.15714, 6.14001, 
3.69082, 4.04032, 2.16364, 2.79667, 3.30397, 6.27306, 7.14521, 8.74382, 7.5913, 
3.24561, 2.62084, 2.61637, 2.28874, 4.74826, 6.12977, 5.43281, 6.27244, 10.5636, 
3.07022, 1.59623, 4.3199, 3.41708, 3.07874, 3.27515, 5.50283, 9.29777, 6.52032, 
2.85214, 1.85466, 1.43807, 2.72629, 5.03866, 3.90544, 4.29042, 4.71221, 5.59597, 
2.39398, 2.28511, 2.09338, 2.06974, 2.70393, 7.52717, 5.58253, 4.94514, 7.05003, 
2.09978, 2.13157, 2.64011, 2.96809, 4.77515, 4.36752, 4.69951, 5.21006, 7.77633, 
2.06052, 2.10241, 2.86857, 2.97034, 2.06777, 6.77367, 4.03046, 4.83051, 8.64474, 
3.37557, 1.9466, 3.10873, 3.04077, 3.13311, 4.38217, 4.08396, 5.35614, 8.04607, 
2.25564, 1.8902, 2.00696, 2.81225, 3.3939, 5.40979, 4.67589, 6.5625, 5.91553, 
2.13439, 1.86545, 3.0197, 2.7537, 3.36959, 3.81133, 5.50465, 4.57614, 5.95237, 
2.04609, 2.0026, 2.54284, 2.52326, 4.18188, 3.72334, 3.97858, 5.49235, 7.1851, 
2.56442, 1.49978, 3.31265, 2.81966, 3.15151, 4.99697, 4.81232, 4.72345, 7.20328, 
2.16941, 1.84398, 2.02581, 2.17708, 5.05655, 3.4097, 4.52108, 6.8443, 5.53731, 
2.42988, 1.70425, 2.1653, 4.1131, 4.7893, 4.93345, 3.83704, 5.4781, 7.29656, 
2.134, 2.03845, 3.51344, 2.80397, 4.9928, 3.62255, 4.46851, 6.81869, 7.05474, 
3.01128, 1.7873, 1.89045, 2.52872, 3.22515, 5.02479, 6.15292, 4.74659, 5.63882, 
2.3856, 1.96399, 2.68231, 3.53044, 3.89797, 3.67137, 4.66848, 6.92625, 5.68739, 
2.26642, 3.05008, 3.4757, 2.65906, 2.97721, 5.14325, 4.04446, 5.72938, 7.31987, 
2.46881, 2.62834, 2.94116, 2.32401, 5.76114, 4.58003, 3.91535, 4.87583, 6.41305, 
2.35856, 3.16094, 1.69029, 3.24348, 4.31557, 3.98753, 4.11346, 7.54574, 5.51195, 
2.04381, 1.44529, 2.07186, 2.95667, 4.59095, 3.7997, 5.50766, 4.72319, 6.37808, 
1.5635, 2.6577, 1.78795, 3.65226, 4.93348, 4.32416, 5.82229, 4.54744, 6.15493, 
2.28713, 1.62284, 2.94316, 3.6168, 3.25137, 3.92277, 5.11714, 6.0254, 6.41297, 
2.32128, 2.42175, 1.83699, 6.92165, 3.18924, 3.657, 5.0344, 6.11959, 5.20171, 
2.43712, 1.64376, 3.37642, 3.04742, 3.40236, 4.42287, 4.2559, 5.1824, 6.97605, 
1.51843, 1.76179, 3.94113, 2.50201, 6.41323, 7.0636, 4.81226, 4.87469, 5.52192, 
2.45346, 2.62939, 3.09921, 3.06659, 3.36787, 3.40939, 4.02268, 4.95574, 8.01212, 
2.37316, 1.74968, 6.05736, 3.08461, 3.16875, 4.31807, 6.03948, 4.92687, 6.18552, 
