tileSize
8, 16, 32, 64, 128, 256, 512, 
0.0725313, 0.0819873, 0.112063, 0.0944345, 0.0784998, 0.0972287, 0.0960655, 
0.0878067, 0.0806458, 0.0727274, 0.0949999, 0.0972173, 0.0915394, 0.0878992, 
0.0830151, 0.184764, 0.107843, 0.092993, 0.0801985, 0.126875, 0.0941607, 
0.0996522, 0.0915667, 0.0889196, 0.0707801, 0.0912173, 0.0863685, 0.0843234, 
0.145643, 0.080426, 0.111107, 0.0998928, 0.165372, 0.140748, 0.115424, 
0.187429, 0.0845354, 0.0890176, 0.10249, 0.0898327, 0.104139, 0.11471, 
0.197164, 0.0940573, 0.110117, 0.0793365, 0.119135, 0.153096, 0.0662069, 
0.0952882, 0.0876418, 0.1397, 0.103861, 0.101162, 0.149995, 0.119848, 
0.0875106, 0.0803671, 0.0853732, 0.0806672, 0.103235, 0.119962, 0.09178, 
0.114249, 0.0979202, 0.0961963, 0.0816486, 0.128546, 0.0958808, 0.107841, 
0.11702891000000001, 0.09639116, 0.10130641, 0.09011036, 0.10544156, 0.11658324, 0.09782586999999998, 
